time,open,high,low,close,ST Line Up,ST Up,ST Line Down,ST Down,EMA 1,EMA 2,EMA 3,EMA 4,Zhighs,Zlows,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),BUY,SELL,AP,MOM,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close)
1708718400,51099.09,51162.04,50521,50744.15,44005.47010267839,NaN,NaN,NaN,51333.5983866348,51126.47528160112,49727.23725409272,47510.57887024579,NaN,NaN,51030.442923541195,51162.04,50521,50881.57,0,0,51594.99587844067,-1083.479999999996,51099.09,51162.04,50521,50744.15
1708732800,50744.15,50907.14,50585,50849.97,44005.47010267839,NaN,NaN,NaN,51287.53854028863,51115.6319372246,49749.46958569484,47543.80664268115,NaN,NaN,50956.006461770594,50956.006461770594,50585,50771.565,0,0,51583.15463283878,-772.0699999999997,50744.15,50907.14,50585,50849.97
1708747200,50849.96,51103.87,50826.47,51068.7,44005.47010267839,NaN,NaN,NaN,51266.69677454686,51113.79146909814,49775.59296023553,47578.88020842562,NaN,NaN,50863.7857308853,51103.87,50826.47,50962.25,0,0,51575.83610551025,-533.7000000000044,50849.96,51103.87,50826.47,51068.7
1708761600,51068.7,51172.06,50953,51119.79,44005.47010267839,NaN,NaN,NaN,51252.70565316144,51114.0267056041,49802.210723399185,47614.113141675116,NaN,NaN,50913.01786544265,51172.06,50913.01786544265,51078.387500000004,0,0,51569.64914640604,-390.1999999999971,51068.7,51172.06,50953,51119.79
1708776000,51119.79,51180.41,51032.34,51099.34,44005.47010267839,NaN,NaN,NaN,51238.0994004794,51113.45075636472,49827.8964516487,47648.7920158873,NaN,NaN,50995.70268272133,51180.41,50995.70268272133,51107.97,0,0,51564.96186785321,-189.08000000000175,51119.79,51180.41,51032.34,51099.34
1708790400,51099.35,51698,51094.99,51557.07,44005.47010267839,NaN,NaN,NaN,51268.47755281469,51130.84758944846,49862.137512012094,47687.68035403768,NaN,NaN,51051.836341360664,51698,51051.836341360664,51362.3525,0,0,51562.32949238326,457.0699999999997,51099.35,51698,51094.99,51557.07
1708804800,51557.08,51666,51437.84,51568.22,44400.88690391344,NaN,NaN,NaN,51297.024452546626,51147.999448685776,49895.92132365542,47726.29268882337,NaN,NaN,51207.09442068033,51666,51207.09442068033,51557.284999999996,0,0,51562.273918794956,652.260000000002,51557.08,51666,51437.84,51568.22
1708819200,51568.21,51898.72,51438.88,51624.99,44543.11021352209,NaN,NaN,NaN,51328.259266589805,51166.70496050202,49930.16030734541,47765.08569689478,NaN,NaN,51382.189710340164,51898.72,51382.189710340164,51632.7,0,0,51563.86376693493,406.0400000000009,51568.21,51898.72,51438.88,51624.99
1708833600,51625,51800.03,51509,51719.28,44804.84919216988,NaN,NaN,NaN,51365.49933643839,51188.3745698941,49965.588420071246,47804.4309138411,NaN,NaN,51507.44485517008,51800.03,51507.44485517008,51663.3275,0,0,51565.09374486332,808.1699999999983,51625,51800.03,51509,51719.28
1708848000,51719.28,51777.64,51531.73,51645,45121.1207729529,NaN,NaN,NaN,51392.118447253786,51206.281449506096,49998.84409492132,47842.64553161382,NaN,NaN,51585.38617758504,51777.64,51531.73,51668.4125,0,0,51565.90563955278,545.9100000000035,51719.28,51777.64,51531.73,51645
1708862400,51645,51780,51436.67,51524.02,45213.13219565761,NaN,NaN,NaN,51404.68049989628,51218.741784819584,50029.04559799218,47879.276123339056,NaN,NaN,51626.899338792515,51780,51436.67,51596.42249999999,0,0,51566.10598994474,779.8699999999953,51645,51780,51436.67,51524.02
1708876800,51524.02,51738.85,51279.8,51672.96,45213.13219565761,NaN,NaN,NaN,51430.23092847759,51236.554263846265,50061.59835842798,47917.02422161429,NaN,NaN,51611.66091939625,51738.85,51279.8,51553.907499999994,0,0,51566.06669817332,822.989999999998,51524.02,51738.85,51279.8,51672.96
1708891200,51672.97,51958.55,51640.88,51728.85,45523.37822848265,NaN,NaN,NaN,51458.670840051156,51255.859978989545,50094.61324241951,47954.95283632459,NaN,NaN,51582.78420969812,51958.55,51582.78420969812,51750.3125,0,0,51569.77470233111,660.1500000000015,51672.97,51958.55,51640.88,51728.85
1708905600,51728.85,51796.5,51400,51555.59,45523.37822848265,NaN,NaN,NaN,51467.90123623676,51267.614097460544,50123.543475242885,47990.78007178405,NaN,NaN,51666.54835484906,51796.5,51400,51620.235,0,0,51584.03,435.79999999999563,51728.85,51796.5,51400,51555.59
1708920000,51555.6,51598.06,51288.18,51293.26,45523.37822848265,NaN,NaN,NaN,51451.26873754754,51268.619819128755,50146.70617870342,48023.64056858222,NaN,NaN,51643.39167742453,51643.39167742453,51288.18,51433.775,0,0,51486.69395720208,193.92000000000553,51555.6,51598.06,51288.18,51293.26
1708934400,51293.26,51374.66,50901.44,51090.01,45523.37822848265,NaN,NaN,NaN,51416.86314349539,51261.61551249625,50165.38546229345,48054.15170720329,NaN,NaN,51538.58333871227,51538.58333871227,50901.44,51164.842500000006,0,0,51310.629009193115,-467.0599999999977,51293.26,51374.66,50901.44,51090.01
1708948800,51090.01,52847.84,50957,52842.32,45523.37822848265,NaN,NaN,NaN,51552.62093935297,51323.60392377091,50218.39406700051,48101.79517280326,NaN,NaN,51351.71291935614,52847.84,50957,51934.2925,0,0,51773.346423404764,1274.0999999999985,51090.01,52847.84,50957,52842.32
1708963200,52842.33,54512.02,52753.28,54487.11,45523.37822848265,NaN,NaN,NaN,51832.09608798602,51447.66298558382,50302.92309537674,48165.330643720634,54512.02,NaN,51643.00270967807,54512.02,51643.00270967807,53648.685,0,0,52768.65853415514,2862.1200000000026,52842.33,54512.02,52753.28,54487.11
1708977600,54487.1,54910,54258.2,54476.47,45523.37822848265,NaN,NaN,NaN,52083.941222463545,51566.4397312472,50385.5675885376,48228.12805025078,54910,NaN,52645.84385483903,54910,52645.84385483903,54532.9425,0,0,53057.52099743522,2757.1900000000023,54487.1,54910,54258.2,54476.47
1708992000,54476.48,57073.84,54450.13,55667.6,45523.37822848265,NaN,NaN,NaN,52425.2420584194,51727.26954570809,50490.16228975468,48302.152646765695,57073.84,NaN,53589.393177419515,57073.84,53589.393177419515,55417.012500000004,0,0,53729.785812009606,4022.5999999999985,54476.48,57073.84,54450.13,55667.6
1709006400,55667.6,56448,55576.12,56059.08,45523.37822848265,NaN,NaN,NaN,52771.32186237945,51897.14446548424,50600.43788797736,48379.3360035143,NaN,NaN,54503.20283870976,56448,54503.20283870976,55937.7,0,0,53991.81201254824,4535.060000000005,55667.6,56448,55576.12,56059.08
1709020800,56059.09,56818.02,56023.8,56527.79,45523.37822848265,NaN,NaN,NaN,53129.08073262903,52078.73840801427,50717.81119712632,48460.415147757936,NaN,NaN,55220.45141935488,56818.02,55220.45141935488,56357.174999999996,0,0,54229.83310777737,4854.830000000002,56059.09,56818.02,56023.8,56527.79
1709035200,56527.8,57416.93,56457.26,56745.66,45523.37822848265,NaN,NaN,NaN,53473.51685333103,52261.75494103332,50837.174539757485,48542.85539504392,57416.93,NaN,55788.813209677435,57416.93,55788.813209677435,56786.912500000006,0,0,54639.7930954756,5016.810000000005,56527.8,57416.93,56457.26,56745.66
1709049600,56745.66,57588.15,56209,57339.68,45523.37822848265,NaN,NaN,NaN,53841.722867299504,52460.889257071234,50965.93702411872,48630.385988128066,57588.15,NaN,56287.86285483872,57588.15,56209,56970.6225,0,0,54856.0691273674,5784.090000000004,56745.66,57588.15,56209,57339.68
1709064000,57339.69,57359,56579.84,57037.34,45523.37822848265,NaN,NaN,NaN,54146.06735612812,52640.35791365668,51086.16282562132,48714.03727182828,NaN,NaN,56629.24267741936,57359,56579.84,57078.9675,0,0,54985.74170851374,5744.0799999999945,57339.69,57359,56579.84,57037.34
1709078400,57037.35,57101.1,56691.85,56916.4,45523.37822848265,NaN,NaN,NaN,54409.908560306394,52808.04583861132,51201.613066698126,48795.65282136233,NaN,NaN,56854.10508870968,57101.1,56691.85,56936.674999999996,0,0,55042.34992466584,5826.389999999999,57037.35,57101.1,56691.85,56916.4
1709092800,56916.39,58379.57,56894.16,58241.1,45523.37822848265,NaN,NaN,NaN,54774.78393551531,53021.106786116754,51341.00884755559,48889.6373704035,58379.57,NaN,56895.390044354834,58379.57,56894.16,57607.805,0,0,55206.987224569406,5398.779999999999,56916.39,58379.57,56894.16,58241.1
1709107200,58241.09,59494.06,58171.11,58941.11,45523.37822848265,NaN,NaN,NaN,55171.576894037666,53253.26377489649,51491.50590007924,48989.65202343431,59494.06,NaN,57251.59752217741,59494.06,57251.59752217741,58711.8425,0,0,55679.700082061674,4454,58241.09,59494.06,58171.11,58941.11
1709121600,58941.11,61360,58891.1,60966.22,45523.37822848265,NaN,NaN,NaN,55723.44766603408,53555.73264646918,51679.12400106777,49108.8218540469,61360,NaN,57981.720011088706,61360,57981.720011088706,60039.6075,0,0,56390.663734982925,6489.75,58941.11,61360,58891.1,60966.22
1709136000,60966.22,64000,58700,60951.11,45523.37822848265,NaN,NaN,NaN,56221.32026926893,53845.74744464686,51862.727684214944,49226.65556694196,64000,NaN,59010.66375554435,64000,58700,61154.332500000004,0,0,57383.82938872267,5283.510000000002,60966.22,64000,58700,60951.11
1709150400,60951.1,62647.04,59797.57,62432.1,45523.37822848265,NaN,NaN,NaN,56812.82310076713,54182.46715269993,52072.02218551762,49358.05302398731,NaN,NaN,60082.49812777218,62647.04,59797.57,61456.9525,0,0,57679.12940040861,6373.019999999997,60951.1,62647.04,59797.57,62432.1
1709164800,62432.11,62438.22,61021.1,61561.33,45523.37822848265,NaN,NaN,NaN,57265.06185307502,54471.83432318229,52259.92927095292,49479.478665539675,NaN,NaN,60769.72531388609,62438.22,60769.72531388609,61863.19,0,0,57842.00841593495,5033.540000000001,62432.11,62438.22,61021.1,61561.33
1709179200,61561.34,63676.35,61334.59,62707.17,45523.37822848265,NaN,NaN,NaN,57783.357867067876,54794.788663449646,52466.80532499345,49611.097484788035,NaN,NaN,61316.45765694305,63676.35,61316.45765694305,62319.8625,0,0,58111.36981593618,5961.509999999995,61561.34,63676.35,61334.59,62707.17
1709193600,62707.17,63340.95,62111.1,62936.02,45523.37822848265,NaN,NaN,NaN,58274.08759401379,55114.05263743201,52674.11650667675,49743.683778471735,NaN,NaN,61818.16007847153,63340.95,61818.16007847153,62773.81,0,0,58315.03802912603,5596.3399999999965,62707.17,63340.95,62111.1,62936.02
1709208000,62936.02,63531.88,62051.11,62768.02,45523.37822848265,NaN,NaN,NaN,58702.08115648867,55414.20822027781,52873.99578377226,49873.27916376058,NaN,NaN,62295.98503923576,63531.88,62051.11,62821.7575,0,0,58516.999193349395,5730.68,62936.02,63531.88,62051.11,62768.02
1709222400,62768.01,62879.3,60364.7,61600,45523.37822848265,NaN,NaN,NaN,58978.07342729927,55656.788290070836,53046.78794646984,49989.96295317589,NaN,NaN,62558.871269617885,62879.3,60364.7,61903.0025,0,0,58691.28888471882,4683.5999999999985,62768.01,62879.3,60364.7,61600
1709236800,61599.99,62285.47,60584.07,61130.98,45523.37822848265,NaN,NaN,NaN,59183.112148508866,55871.46247477394,53206.87095743084,50100.81884418907,NaN,NaN,62230.93688480894,62285.47,60584.07,61400.1275,0,0,58786.68543890426,2889.8800000000047,61599.99,62285.47,60584.07,61130.98
1709251200,61130.99,61749,60777,61105.91,45523.37822848265,NaN,NaN,NaN,59366.23575341278,56076.73492674359,53363.28757213518,50210.32223877425,NaN,NaN,61815.53219240447,61815.53219240447,60777,61190.725,0,0,58834.455763875194,2164.800000000003,61130.99,61749,60777,61105.91
1709265600,61105.92,61772.82,61061.11,61434,45523.37822848265,NaN,NaN,NaN,59563.165681659186,56286.82375314581,53523.10365981567,50322.00062445809,NaN,NaN,61503.12859620224,61772.82,61061.11,61343.462499999994,0,0,58879.62712963743,467.77999999999884,61105.92,61772.82,61061.11,61434
1709280000,61434,62243.53,61316.67,61863.72,45523.37822848265,NaN,NaN,NaN,59782.26609292974,56505.525566747936,53688.26437942328,50436.8436033192,NaN,NaN,61423.295548101116,62243.53,61316.67,61714.48,0,0,58953.256903461785,912.6100000000006,61434,62243.53,61316.67,61863.72
1709294400,61863.71,62677.06,61131.01,61263.99,45523.37822848265,NaN,NaN,NaN,59923.38265550786,56692.132015110765,53838.27874814757,50544.57640328617,NaN,NaN,61568.887774050556,62677.06,61131.01,61733.9425,0,0,59032.11678605614,-1168.1100000000006,61863.71,62677.06,61131.01,61263.99
1709308800,61263.98,62494.31,61234,62215.5,45523.37822848265,NaN,NaN,NaN,60141.6795454595,56908.734681184855,54004.16431749118,50660.704996288296,NaN,NaN,61651.41513702528,62494.31,61234,61801.9475,0,0,59097.814741076516,654.1699999999983,61263.98,62494.31,61234,62215.5
1709323200,62215.51,63114.23,62215.5,62387.9,45523.37822848265,NaN,NaN,NaN,60355.60530303478,57123.60390937368,54170.17888546165,50777.39350378791,NaN,NaN,61726.68131851264,63114.23,61726.68131851264,62483.284999999996,0,0,59187.34685643157,-319.2699999999968,62215.51,63114.23,62215.5,62387.9
1709337600,62387.9,62433.19,61949.03,62307.45,45523.37822848265,NaN,NaN,NaN,60541.495274174325,57326.89199135903,54331.31296693766,50892.120434098484,NaN,NaN,62104.98315925631,62433.19,61949.03,62269.3925,0,0,59232.23935483705,-628.5699999999997,62387.9,62433.19,61949.03,62307.45
1709352000,62307.45,62307.45,61752.3,62011.85,45523.37822848265,NaN,NaN,NaN,60681.5290575863,57510.615834835146,54483.402809176514,51002.764509381086,NaN,NaN,62187.18782962816,62307.45,61752.3,62094.762500000004,0,0,59268.44602278366,-756.1699999999983,62307.45,62307.45,61752.3,62011.85
1709366400,62011.85,62123,61641.1,61826.32,45523.37822848265,NaN,NaN,NaN,60790.5567663876,57679.85913542985,54628.8071099849,51110.46157893948,NaN,NaN,62140.97516481408,62140.97516481408,61641.1,61900.567500000005,0,0,59298.725882165156,226.3199999999997,62011.85,62123,61641.1,61826.32
1709380800,61826.32,62167.79,61561.12,61771.2,45523.37822848265,NaN,NaN,NaN,60883.95136006497,57840.303875216916,54770.24063255946,51216.53857815402,NaN,NaN,62020.77133240704,62167.79,61561.12,61831.6075,0,0,59327.23786318596,640.2199999999939,61826.32,62167.79,61561.12,61771.2
1709395200,61771.21,62114.77,61625,62114.77,46085.66121342329,NaN,NaN,NaN,61001.17218291593,58007.92999775743,54915.67685765729,51324.97869180422,NaN,NaN,61926.18941620352,62114.77,61625,61906.43749999999,0,0,59350.48976432115,1008.8599999999933,61771.21,62114.77,61625,62114.77
1709409600,62114.76,62200,61685.01,61987.28,46964.21859208098,NaN,NaN,NaN,61095.08721311441,58163.982939021844,55055.70860305021,51431.07124213453,NaN,NaN,61916.31345810175,62200,61685.01,61996.762500000004,0,0,59371.37179146328,553.2799999999988,62114.76,62200,61685.01,61987.28
1709424000,61987.28,62000,61642.39,61931.09,47804.32223287287,NaN,NaN,NaN,61174.70652615114,58311.71262768765,55191.85476932644,51535.54904072026,NaN,NaN,61956.537979050874,62000,61642.39,61890.189999999995,0,0,59391.20494682947,67.36999999999534,61987.28,62000,61642.39,61931.09
1709438400,61931.09,62100,61320,61598,47924.81450958559,NaN,NaN,NaN,61215.02019032722,58440.58664228814,55318.70913032988,51635.67293086235,NaN,NaN,61923.36398952543,62100,61320,61737.2725,0,0,59418.97914100287,334.01000000000204,61931.09,62100,61320,61598
1709452800,61598.01,61890.96,61393.83,61831.1,48490.033058627036,NaN,NaN,NaN,61273.6944579151,58573.5479504337,55447.66736537285,51737.11996637616,NaN,NaN,61830.31824476272,61890.96,61393.83,61678.475,0,0,59441.46989175876,-384.40000000000146,61598.01,61890.96,61393.83,61831.1
1709467200,61831.1,62640.18,61821.09,62164.63,49164.87425276432,NaN,NaN,NaN,61358.54546192319,58714.37469747551,55580.676526454576,51840.876285118684,NaN,NaN,61754.39662238136,62640.18,61754.39662238136,62114.25,0,0,59486.871073104005,-223.27000000000407,61831.1,62640.18,61821.09,62164.63
1709481600,62164.63,62989,62088,62730,49427.81532748789,NaN,NaN,NaN,61489.160179835264,58871.85019953529,55722.24728830696,51949.225774818995,NaN,NaN,61934.32331119068,62989,61934.32331119068,62492.9075,0,0,59529.27639220122,422.5500000000029,62164.63,62989,62088,62730
1709496000,62730,63231.88,62580,63113.97,50128.50379473911,NaN,NaN,NaN,61643.90397223191,59038.2078387692,55868.61803507316,52060.31775715911,NaN,NaN,62213.61540559534,63231.88,62213.61540559534,62913.9625,0,0,59568.72843627002,1102.1200000000026,62730,63231.88,62580,63113.97
1709510400,63113.97,64268.24,62300,63458.72,50128.50379473911,NaN,NaN,NaN,61816.743593924104,59211.56125685669,56018.91708388359,52173.73469489882,64268.24,NaN,62563.788952797666,64268.24,62300,63285.2325,0,0,63342.32,1632.4000000000015,63113.97,64268.24,62300,63458.72
1709524800,63458.71,64300,63210,64066.62,50128.50379473911,NaN,NaN,NaN,62031.017537359905,59401.95571737211,56178.27753766807,52292.07186211376,64300,NaN,62924.51072639883,64300,62924.51072639883,63758.8325,0,0,63521.18992445358,2295.4200000000055,63458.71,64300,63210,64066.62
1709539200,64066.62,65555,64000.11,65230,50128.50379473911,NaN,NaN,NaN,62335.68253380182,59630.5064735536,56357.51956662514,52420.80746547581,65555,NaN,63341.67161319942,65555,63341.67161319942,64712.932499999995,0,0,64160.53214420392,3115.230000000003,64066.62,65555,64000.11,65230
1709553600,65229.99,66580.29,64533.67,66451.65,50128.50379473911,NaN,NaN,NaN,62727.6794353445,59898.002298120125,56557.403337583055,52560.41783895366,66580.29,NaN,64027.30205659971,66580.29,64027.30205659971,65698.9,0,0,64705.38294285084,4464.369999999995,65229.99,66580.29,64533.67,66451.65
1709568000,66451.65,67524.99,66039.31,67405.26,50128.50379473911,NaN,NaN,NaN,63173.16329864502,60192.40456093894,56772.212380403194,52708.12771120288,67524.99,NaN,64863.10102829985,67524.99,64863.10102829985,66855.3025,0,0,65276.734521664606,5474.169999999998,66451.65,67524.99,66039.31,67405.26
1709582400,67405.25,68499,66755.79,68245.71,50128.50379473911,NaN,NaN,NaN,63656.262984488356,60508.22046050997,56999.41035306848,52862.73052004663,68499,NaN,65859.20176414993,68499,65859.20176414993,67726.4375,0,0,65747.22234684938,6647.710000000006,67405.25,68499,66755.79,68245.71
1709596800,68245.71,68686.8,67535.31,68113.94,50128.50379473911,NaN,NaN,NaN,64080.80365263232,60806.48397186252,57219.500049047325,53014.48384820537,68686.8,NaN,66792.81963207497,68686.8,66792.81963207497,68145.44,0,0,66028.4004233202,6282.840000000004,68245.71,68686.8,67535.31,68113.94
1709611200,68113.95,68384.54,65089,66129.64,50128.50379473911,NaN,NaN,NaN,64275.93092381019,61015.23518865223,57395.93846391767,53144.98291439238,NaN,NaN,67469.12981603749,68384.54,65089,66929.2825,0,0,66107.27477056826,3965.010000000002,68113.95,68384.54,65089,66129.64
1709625600,66129.64,67150,65515.15,66656.31,50128.50379473911,NaN,NaN,NaN,64502.633692971125,61236.45380870508,57579.31215770148,53279.423979920815,NaN,NaN,67199.20615801874,67199.20615801874,65515.15,66362.775,0,0,66138.84702124774,3926.3099999999977,66129.64,67150,65515.15,66656.31
1709640000,66656.32,69000,66370,66773.05,50128.50379473911,NaN,NaN,NaN,64718.86381745007,61453.57522797155,57761.366372400465,53413.68891544399,69000,NaN,66780.99057900938,69000,66370,67199.8425,0,0,66327.10963320576,3659.0800000000017,66656.32,69000,66370,66773.05
1709654400,66773.05,66996.36,59005,61410.98,50128.50379473911,NaN,NaN,NaN,64403.827263407205,61451.90482687463,57833.635949184616,53493.263951111214,NaN,NaN,66990.41653950469,66996.36,59005,63546.3475,0,1,65464.413873972844,-2047.739999999998,66773.05,66996.36,59005,61410.98
1709668800,61410.98,64367.27,61167.91,63724.01,50128.50379473911,NaN,NaN,NaN,64339.08276213033,61541.0069905266,57950.27701949779,53595.06241925936,NaN,NaN,65268.382019752346,65268.382019752346,61167.91,62667.5425,0,0,65177.7413462871,-342.6100000000006,61410.98,64367.27,61167.91,63724.01
1709683200,63724.01,64146.45,62779.14,63263.21,50128.50379473911,NaN,NaN,NaN,64236.61868954649,61608.54436344712,58055.483613171105,53691.26289269957,NaN,NaN,63967.96225987618,64146.45,62779.14,63478.20249999999,0,0,65103.227652360554,-1966.7900000000009,63724.01,64146.45,62779.14,63263.21
1709697600,63263.22,66761.1,63263.21,66676.46,50128.50379473911,NaN,NaN,NaN,64468.9845286373,61807.28615311586,58226.19601687069,53820.46883406574,NaN,NaN,63723.08237993809,66761.1,63263.21,64990.9975,0,0,65132.339587491864,224.81000000001222,63263.22,66761.1,63263.21,66676.46
1709712000,66676.46,67641.1,66041.63,67301.31,50128.50379473911,NaN,NaN,NaN,64738.729811624224,62022.738068679944,58405.90124425939,53954.60655710986,NaN,NaN,64357.03993996904,67641.1,64357.03993996904,66915.125,0,0,65236.26709310284,-103.94999999999709,66676.46,67641.1,66041.63,67301.31
1709726400,67301.31,67592.31,64664.92,66481.12,50128.50379473911,NaN,NaN,NaN,64904.67173432668,62197.57657579053,58565.80656615524,54079.248481914736,NaN,NaN,65636.08246998453,67592.31,64664.92,66509.915,0,0,65314.01677716597,-1764.590000000011,67301.31,67592.31,64664.92,66481.12
1709740800,66481.12,67465,66221.1,66739.48,50128.50379473911,NaN,NaN,NaN,65079.41537867652,62375.690435563454,58727.66148563731,54205.220934831006,NaN,NaN,66072.99873499226,67465,66072.99873499226,66726.675,0,0,65369.290555767366,-1374.4600000000064,66481.12,67465,66221.1,66739.48
1709755200,66739.49,67363.58,65714.17,66074.04,50128.50379473911,NaN,NaN,NaN,65174.141533088274,62520.723751815865,58873.13432750588,54323.31863697199,NaN,NaN,66399.83686749614,67363.58,65714.17,66472.81999999999,0,0,65395.46625664356,-55.60000000000582,66739.49,67363.58,65714.17,66074.04
1709769600,66074.04,66467.88,65551,65847.29,50128.50379473911,NaN,NaN,NaN,65238.25091088939,62651.177330176026,59011.23642003052,54437.98501869366,NaN,NaN,66436.32843374807,66467.88,65551,65985.05249999999,0,0,65409.73786277933,-809.0200000000041,66074.04,66467.88,65551,65847.29
1709784000,65847.3,66469.05,65657.59,66387.78,50128.50379473911,NaN,NaN,NaN,65347.72987175707,62797.71076820834,59157.3065899309,54556.888451343475,NaN,NaN,66210.69046687403,66469.05,65657.59,66090.43,0,0,65426.11291916128,-385.2700000000041,65847.3,66469.05,65657.59,66387.78
1709798400,66387.77,67275.2,66341.11,66905.34,50128.50379473911,NaN,NaN,NaN,65496.07369349449,62958.79426749428,59310.732994090686,54679.75861600672,NaN,NaN,66150.56023343702,67275.2,66150.56023343702,66727.35500000001,0,0,65464.04841872241,5494.359999999993,66387.77,67275.2,66341.11,66905.34
1709812800,66905.34,67899,66541.1,67260.01,50128.50379473911,NaN,NaN,NaN,65664.0676274474,63127.46939425921,59468.14441995027,54804.935246693225,NaN,NaN,66438.95761671852,67899,66438.95761671852,67151.3625,0,0,65536.36692110132,3535.9999999999927,66905.34,67899,66541.1,67260.01
1709827200,67260.01,67980,67012,67498.02,50128.50379473911,NaN,NaN,NaN,65838.7297581667,63298.863535660814,59627.15185717898,54931.234597472394,NaN,NaN,66795.16005835927,67980,66795.16005835927,67437.5075,0,0,65591.02558411127,4234.810000000005,67260.01,67980,67012,67498.02
1709841600,67498.03,67914.74,66810.32,66823.17,50128.50379473911,NaN,NaN,NaN,65932.48597167463,63437.071632301566,59769.647265947715,55049.56231292043,NaN,NaN,67116.33377917964,67914.74,66810.32,67261.565,0,0,65622.53911829527,146.70999999999185,67498.03,67914.74,66810.32,66823.17
1709856000,66823.18,67256.18,66757,67156.09,50128.50379473911,NaN,NaN,NaN,66049.019688658,63582.915489858366,59915.91345870122,55170.02527498092,NaN,NaN,67188.94938958982,67256.18,66757,66998.11249999999,0,0,65645.30620352647,-145.22000000000116,66823.18,67256.18,66757,67156.09
1709870400,67156.09,67640.45,66782.22,67223.02,50128.50379473911,NaN,NaN,NaN,66160.82924211914,63725.66468633451,60060.60863773684,55289.95557075226,NaN,NaN,67093.53094479491,67640.45,66782.22,67200.44499999999,0,0,65669.38375881317,741.9000000000087,67156.09,67640.45,66782.22,67223.02
1709884800,67223.02,67753.4,67038.71,67741.21,50128.50379473911,NaN,NaN,NaN,66311.34169525065,63883.13705157629,60212.69975382126,55413.848649650245,NaN,NaN,67146.98797239744,67753.4,67038.71,67439.085,0,0,65701.54735407943,1001.7300000000105,67223.02,67753.4,67038.71,67741.21
1709899200,67741.22,69990,67150,67617.6,50128.50379473911,NaN,NaN,NaN,66435.74724808392,64029.586578965456,60359.3314418644,55535.279011345265,69990,NaN,67293.03648619872,69990,67150,68124.705,0,0,65850.51615541955,1543.5600000000122,67741.22,69990,67150,67617.6
1709913600,67617.6,68864,66082.66,68863.99,50128.50379473911,NaN,NaN,NaN,66667.00846255211,64219.171026849166,60527.740522223525,55667.90300128213,NaN,NaN,67708.87074309937,68864,66082.66,67857.0625,1,0,65963.86148259122,3016.7000000000116,67617.6,68864,66082.66,68863.99
1709928000,68864,69379,67807.58,68124.19,50128.50379473911,NaN,NaN,NaN,66805.78765659477,64372.30902579626,60678.16526435771,55791.84615549823,NaN,NaN,67782.96662154968,69379,67782.96662154968,68543.6925,0,0,66031.29292173802,1736.4100000000035,68864,69379,67807.58,68124.19
1709942400,68124.2,68279,67861.1,68247.34,50128.50379473911,NaN,NaN,NaN,66943.07835596669,64524.27102478464,60828.04991258825,55915.78141763257,NaN,NaN,68163.32956077484,68279,67861.1,68127.91,0,0,66050.80314077374,1342,68124.2,68279,67861.1,68247.34
1709956800,68247.34,68541.1,68133.27,68288.64,50128.50379473911,NaN,NaN,NaN,67071.22708396986,64671.89333753818,60975.78436976472,56038.89443835265,NaN,NaN,68145.61978038742,68541.1,68133.27,68302.58750000001,0,0,66068.67034190209,1028.6300000000047,68247.34,68541.1,68133.27,68288.64
1709971200,68288.64,68453.12,67933.93,68299.99,50128.50379473911,NaN,NaN,NaN,67188.25212359178,64814.171638026884,61120.81814462086,56160.89538921481,NaN,NaN,68224.10364019372,68453.12,67933.93,68243.92,0,0,66089.35523897364,801.9700000000012,68288.64,68453.12,67933.93,68299.99
1709985600,68300,68521.1,68100.01,68288.2,50128.50379473911,NaN,NaN,NaN,67293.00906420208,64950.40804437877,61262.746498192726,56281.56508683457,NaN,NaN,68234.01182009686,68521.1,68100.01,68302.3275,0,0,66105.28662136309,1465.0299999999988,68300,68521.1,68100.01,68288.2
1710000000,68288.19,68325,68000,68193.51,51054.98189221791,NaN,NaN,NaN,67378.7710580876,65077.588513226656,61399.98933981267,56400.09190189094,NaN,NaN,68268.16966004843,68325,68000,68201.675,0,0,66119.71402050114,1037.4199999999983,68288.19,68325,68000,68193.51
1710014400,68193.51,68433.17,68193.51,68313.27,52557.08370299611,NaN,NaN,NaN,67467.77095731735,65204.4779832962,61536.88598654906,56518.63098744427,NaN,NaN,68234.92233002422,68433.17,68193.51,68283.365,0,0,66130.1237381945,1090.25,68193.51,68433.17,68193.51,68313.27
1710028800,68313.28,69216,68200,69136.79,53003.3693326965,NaN,NaN,NaN,67626.72515185855,65358.686297676744,61687.379135330266,56644.18480846472,NaN,NaN,68259.14366501212,69216,68200,68716.5175,0,0,66173.260099882,1395.5799999999872,68313.28,69216,68200,69136.79
1710043200,69136.78,69659.47,69024.62,69347.16,54255.60239942685,NaN,NaN,NaN,67790.57608977679,65515.097031101184,61839.057964333624,56770.58257156458,NaN,NaN,68487.83058250605,69659.47,68487.83058250605,69292.0075,0,0,66210.78407877879,1729.5599999999977,69136.78,69659.47,69024.62,69347.16
1710057600,69347.16,69887.61,69162,69568.46,54858.591659484155,NaN,NaN,NaN,67959.8983669409,65674.05244164624,61992.115430386424,56897.92463552911,NaN,NaN,68889.91904125303,69887.61,68889.91904125303,69491.30750000001,0,0,66266.14214294321,704.4700000000012,69347.16,69887.61,69162,69568.46
